text,label
"两会速递:今年沪深交易所主推沪深300ETF 中新社北京三月七日电 记者 阮煜琳 刘育英 首只贯通两个市场的ETF产品 沪深300ETF有望不久后面世。全国政协委员、上海证券交易所理事长耿亮七日接受记者采访时指出,今年上交所将给投资者提供一些交易便利、成本低廉、投资者易懂的产品。今年上交所将联手深交所主推ETF 交易型开放式指数基金 。 耿亮说,今年上交所的产品开发目标主要是对ETF产品进行深度开发。目前正在和深交所共同开发研究沪深300ETF指数。沪深300ETF覆盖了中国市场最",财经
"09年北京九类无本市户口考生可参加中招 本报讯 通讯员安京京 本周一开始,今年本市中招开始网上报名,9类无北京正式户口的考生可参加本市中招。 今年中招报名、报考仍分开进行。凡有本市正式户口的应届初三生和年龄在18周岁以下 1991年9月1日及以后出生 的往届生都可报名、报考。高级中等学校在校生没有报名资格。 据了解,报名信息由市中招办从市教委中小学学籍管理系统 CMIS 中提取。考生需要在2月23日8时30分至3月6日17时上网填写、核对本人的报名信息。市教育考试院中招办有关",教育
"京城等待16年终得最强杀器 场均30+让人忘记老大 新浪体育讯 27分17个篮板2次助攻4次抢断3个盖帽0失误!莫里斯又用一个完美的表现帮助北京队在主场拿下了一场来之不易的胜利,在击败八一之后,上赛季排名联盟垫底的北京队已经豪取5连胜。 第四节比赛还剩最后17秒,莫里斯运球杀入内线,莫科赶快补防过来,可莫里斯高举双臂腾空而起,利用自己的高度稳稳将球送入了篮筐。这个时候,北京队已经以82-78领先了4分,随着王磊最后一次三分球没能投中,八一队也遗憾的失去了翻盘机会。 如果说这场比赛八一队是",体育
"新老女排联欢聊夺冠背后辛酸 寄语王家军相信自己 新浪体育讯 北京时间8月29日上午,宁波北仑的集训基地举办新老女排联欢活动,国际排联主席魏纪中、功勋教练郎平、黄金一代的代表冯坤、周苏红、杨昊和赵蕊蕊出席了这场“ 同走冠军路”的球迷互动联欢活动。大家重温当年夺冠路上的种种,新老女排们还在临时搭建的球网两端与球迷进行了隔网对抗。 郎平和黄金一代的球员代表轮番上场,畅谈她们在争取冠军排球路一路走来的经历。中国女排在雅典奥运会夺得冠军,经历了多年的低谷后重返巅峰,冠军成员冯坤、 周苏红、杨昊",体育
"国足两小时高强对抗修补顽症 黄博文出言不慎遭纠正 记者邵峰上海报道 24日,国家队只练了一次,但耗时两小时,训练量着实不小。尽管前一天刚打完东亚,但高洪波仍给全队上了大量,有点惩罚的意思。 上午10点半,国家队准时从酒店发车。到训练课结束时,已经是下午1点。简单的准备活动后,高洪波安排中前场进攻套路演练,随后还布置了小范围的4对4对抗。 中前场进攻战术训练,高洪波让杜威、汪强、赵鹏3人站在禁区里,扮演防守队员,但仅仅站了位置,并不进行实际防守。其他队员则分成左边卫、后腰、右边卫、左前卫",体育
"业内人士预计:期指4月19日推出可能性最大 股指期货最后交易日为合约到期月份的第三个周五,而4月16日就是4月份的第三个周五,因此4月16日之前推出股指期货的可能性非常小。4月19日则是下个交易月份的第一个交易日,这一天推出股指期货的可能性最大。 证券时报记者 魏曙光 本报讯股指期货的推出已进入最后冲刺阶段,监管层和中金所相关负责人近日纷纷表态,股指期货各项准备工作已基本完成,将于4月中旬准时推出。多位接近监管层的人士则向记者透露,预期股指期货上市时间很可能确定在4月19日。 一",财经
"如何唱好自主招生联考这出戏 专家给出三大建议 熊丙奇 “北京大学、北京师范大学、中国人民大学、北京航空航天大学、复旦大学、南开大学、香港大学、厦门大学将组成八校联盟,进行‘八校联考’的自主招生考试,共同委托北京大学命题”。这则“给力”的消息,成为网上热议的话题。此事一旦坐实,就意味着高校自主招生选拔将进入“战国时代”。 由于此前已有清华、上海交大等高校的六校联考,公众对“八校联考”的出笼,并不意外,但与此同时,也有忧虑:其一,联考是不是会变为新的“小高考”;其二,集团作战的联考 清",教育
"伦强沪弱:期铝套利如箭在弦 杨峰 从今年2月5日至3月9日,LME三月期铝的价格最高已经上涨了15.11%,吨价上涨了270美元,而沪铝主力合约1006在同一时间段内,却仅上涨4.79%。 巨大的价差正慢慢刺激市场中实力派投机者们寻找可能的跨市场套利机会,沪铝和LME铝之间,也许一场套利行动正在悄悄酝酿。 伦强沪弱,价差究竟是向上拉平还是向下拉平,目前尚不得而知。但是记者据上期所公布的沪铝持仓合约数据汇总计算后发现,沪铝上的空头持仓集中度要远远高于多头持仓集中度,",财经
"大学生独立报到受奖其实奖错了对象 近日,中国青年政治学院的一年级新生报到有惊喜,学校给所有独自来校报到的新生发放100元现金或者同等价值的手机充值卡的“红包”,日前,中青政学工部透露,经初步统计,约有1/10的新生将能获得此奖金,这还是高校首次物质奖励独自到校报到学生。 9月9日《中国新闻网》 看了这则新闻,第一感觉是这所大学的做法有新意,虽然最终得到奖励的学生并不多,且几乎都是农村学生,但是至少说明大学开始重视大学生自立的培养,在以前,每到开学的日子,报纸等媒体上总会",教育
"穆里尼奥赢得续约获第一高薪 引进老部下成下一步目标 记者彭雷报道 穆里尼奥本赛季又赢了一次!本周一,他赢得了续约,赢得了加薪,而过程并不复杂,仅仅是依靠皇马做掩护,葡萄牙人就让老板莫拉蒂无奈接招。对穆帅的续约,意大利媒体共同的字眼就是:“穆里尼奥胜利了。” 本周一晚上11点,穆里尼奥抵达了国际米兰总部,走进了副主席格尔菲的办公室。不久,国际米兰就官方宣布,穆里尼奥与国际米兰将合同延长1年,到2012年,而且用的字句也很给穆里尼奥面子,“为了响应主教练先生的意愿,俱乐部很高兴地与穆里尼奥一",体育
"高亚:咆哮帝罗比尼奥 巴西输在山寨了中国足球 缺氧 文/高亚 喜剧大佬罗宾 威廉姆斯,有个段子:上帝给了男人大脑和小弟,但血只够流到一头。 昨天,梅洛的血,显然流错方向。 同一只右脚,可以打穿荷兰人4道防线,也可以踩向罗本的大腿。 意甲最水外援,居然还好意思,说绝不道歉,说不是故意,说本可以废了罗本。 废不废小飞侠,我不知道,但巴西被你废了,已经是事实。 1米83的人,被1米70的斯内德抢点头球,还恬着脸嘴说:不该让那个小矮子顶到。你是可以顶到,不过顶错了门。 巴西荷兰,不是踢得好",体育
"美高校“入门证”之一ACT受考生关注 时下,高考已不是独木桥,在国内读大学也不是接受高等教育的唯一选择。目前,“洋高考”进入国内越来越多,其中美国高考之一的ACT备受考生关注 随着留学不断升温,特别是美、英等发达国家留学签证逐年放宽,越来越多中国高中生计划到海外求学。 为了挤进国外名校和取得高额奖学金,很多原本准备报考国内高校的莘莘学子纷纷备战“洋高考”。目前,“洋高考”进入国内越来越多,其中美国高考有ACT和SAT两种考试。为让广大有参加“洋高考”意愿的考生对ACT有所了",教育
"上海27日公布考生成绩和本科录取线 2010年高考将于今日上午11点结束。记者昨日获悉,伴随着高考结束,阅卷工作将在本市5所高校内全面启动,预计6月下旬结束。 6月27日公布高考成绩和本科批次的最低录取线。 针对副市长沈晓明6月6日在巡视高考考点时提出的向家长开放高考阅卷、录取现场的建议,目前教育部门正在做相关研究和预案。因此部分家长代表将有望走入高考阅卷点,亲眼看一看整个阅卷流程。 去年曾对学生开放 为增加高考透明度,上海高考阅卷现场前几年已向人大代表和政协委员开放。2",教育
"COMEX期金24日收盘暴跌5.6% CME紧急上调保证金 世华财讯 受美联储政策预期影响,COMEX期金24日收盘暴跌5.6%,报收于每盎司1757.30美元,创三年半最大单日跌幅,为此,CME紧急上调保证金27%。 综合媒体8月24日报道,纽约商品期货交易所 COMEX 期金24日收盘暴跌,跌破每盎司1,800美元,跌幅创下自2008年3月份以来的最高水平,因市场猜测美联储是否将采取任何措施来提振美国经济,且黄金期货最近以来的大幅上涨促使投资者获利回吐。 COMEX 12月份交割的黄金期货价",财经
"海北四百多名贫困大学生得到140万元资助基金 近日,海北藏族自治州贫困生助学工程领导小组在西海镇举行了海北州政府、奥凯煤业集团公司、中国建设银行西海支行资助大学及高中贫困生助学金发放仪式。 为切实帮助全州农牧区和城镇考取各类大学的贫困生顺利完成学业,加快教育发展。今年海北州共筹集贫困大学生资助基金共140万元,资助农牧区和城镇贫困大学生444名,其中农牧区贫困大学生290人,城镇贫困大学生154人。 记者:罗连军 王刚",教育
"LME黄金期货价格连续第二天下跌 新浪财经讯 北京时间9月1日消息,伦敦黄金期货价格连续第二天下跌,原因是原油期货价格下跌,降低了投资者买入黄金期货以对冲通胀风险的吸引力。期铂价格也同时下跌。 截至伦敦时间14:26为止,伦敦金属交易所 LME 立即交货的黄金价格下跌8.33美元,至每盎司822.22美元,跌幅1%。LME期铂价格四个交易日以来首次下跌,最高下跌55美元,至每盎司1431.50美元,跌幅3.7%;伦敦时间14:27,期铂价格为每盎司1445.50美元。L",财经
"专家指导:考研英语十年真题使用方法 秋季强化阶段,大部分同学已经开始利用真题复习。然而,很多同学并没有认识到历年真题的价值,或者没有正确的方法去实现这一价值。现在。万学海文就这一话题为大家做一个英语真题复习的指导。 我们需要明确的是考研试题中的客观题部分除了可以当作题目来测试外,还可以从两个角度来分析:文章和选项。 首先,真题是各题目的考查,所以真题的第一用处是大部分同学都能够实现的 做题实践。需要说明的是,做完题后,核对答案的过程中,考生们应当做的不仅仅是简单的改过答案",教育
"快船引进今夏第九位新援 白巧克力新季转战洛杉矶 新浪体育讯 北京时间8月8日消息,据ESPN报道,快船已经和前热火球员有“白巧克力”之称的杰森-威廉姆斯达成协议。据威廉姆斯经纪人鲍勃-迈尔斯透露,这位32岁的明星后卫已经和快船签订合约。 威廉姆斯过去三年一直是热火的先发组织后卫,在2006年,他随队一起夺得总冠军,但是伤病在过去一年里严重影响了威廉姆斯的发挥,热火也没有在今夏他的合同到期之后,与其商谈续约问题。 迈尔斯没有透露合同的具体金额和年限,但是联盟消息人士透露,快船给出的新合",体育
"人民币贬值是供养美国 薛兆丰 很多年前,我见有愤怒青年烧美元,就在网站上写过一句话,几天后《南方周末》把它登出来,是劝那些青年“不要烧美元”,理由是“美元是美国的负债证明书”,烧了美元就是免除了美国的债务。我明白愤怒青年是爱国,但爱国可不应该这样爱。 相关数据显示,至少从2003年起,中国的外汇储备,从1999年初1450亿美元,逐月逐年稳步递增,到达2008年末的19460亿美元,增长了10倍以上。这是说,中国十年来替外国人干了很多活,而换来的是增加了十倍",财经
"油价金价继续下跌 银价盘中创3月来新低 高健 近期大幅波动的全球大宗商品市场17日再现跌势,原油、黄金和白银期货全部走低。其中,纽约商交所7月交割的白银期货盘中跌逾3%至每盎司33.08美元,为今年3月初以来最低点。 由于美国经济数据欠佳和欧债危机进一步深化的警报仍未解除,投资者对大宗商品市场的热情继续减退。截至北京时间17日22:30,纽约商交所7月交割的原油期货价格跌0.98%至每桶96.42美元,黄金期价跌0.52%至1482.30美元,白银期价则下跌1.6%至每盎司3",财经
"猪流感肆虐全球 期市遭遇重创 爆发于墨西哥的猪流感一时间席卷全球,作为饲料蛋白主要提供者豆类期价闻讯全面大幅下挫。其中亚洲电子盘截至内盘收盘时已经下跌57美分,内盘连豆主力a909以3362点收跌停,豆粕主力合约m909几乎是整个交易日都牢牢封在跌停,直到收盘还有近1.5万手的空单封盘。从今日的盘面的情况来看,如此大卖盘压力主要来自于市场对猪流感的恐慌,对猪流感到底对市场造成多大的打击无从了解,最终只能选择空单应对。 从目前各大媒体报道来看,爆发于墨西哥的猪流感来势",财经
"大成核心双动力今日结束募集 正在工商银行、农业银行、中国银行、招商银行等各大银行及国泰君安、中信建投、广发证券、银河证券等券商热销的大成核心双动力基金今日结束募集。 据了解,大成核心双动力是一只偏股基金,投资目标是以稳健的投资策略为主,采用合理的方法适当提升风险收益水平,力争获取超越业绩比较基准的中长期投资收益。该基金拟任基金经理为杨建华,其同时管理的大成景阳基金凭借配置合理、选股准确的风格,在今年大幅下跌的市场中表现突出,晨星数据显示,截至2010年6月4日,该",财经
"叶檀:在中国境内起诉欺诈性银行刻不容缓 每经评论员叶檀 国外银行的欺诈性销售结构性产品的行为,尚未受到清算,在全球投资者要求欺诈的金融机构赔偿之时,中国企业却悄无声息。 笔者曾经斥责国内购买结构性金融产品的亏损投资者既无知又贪婪,遭到这些投资者的愤怒还击。实际上,笔者是怒其不争,并未因此剥夺他们受法律保护的权利,这些国内投资者应该受到国内法律的保护。 6月2日央视《经济与法》栏目还原了投资者的投资经历,投资者在未弄清文本意义的背景下签订合同。投资者确属无知,但这不能为银行欺诈",财经
"AC米兰官方宣布铁卫手术休战5个月 3大主力告别本赛季 新浪体育讯 AC米兰后卫卡拉泽已经于当地时间今天在安特卫普成功进行了膝盖手术,但他也宣告提前告别了本赛季。 AC米兰官方网站宣布了这一消息,称由马尔滕斯大夫主刀的手术圆满成功,卡拉泽预计将休战5个月,这也意味着,卡拉泽的本赛季已经提前结束了。而在一天前,加利亚尼也公开证实了这件事情:“卡拉泽这个赛季打不了了。” 卡拉泽是继皮尔洛、内斯塔、加图索、博列洛之后,本赛季AC米兰的又一个重伤号,五人当中,除赛季初受伤的皮尔洛目前已经恢复正常比赛",体育
"09十大经典战:博尔特惊天动地 最后35秒奇迹逆转 新浪体育讯 09年虽然是体育小年,但各项世界锦标赛的如期召开,让我们反而能从奥运会中的庞大繁杂的环境中脱身,细细品位每项赛事的独特妙处。在这里肯定没法做到一碗水端平,也不会强调众口难调这种近乎废话的理由,权当娱乐文章就是。当然了,这是在中国,所以本文还是放了点和国人相关的比赛进去。 博尔特惊天动地 说经典,道经典,在如今这个世界,这两个字怎么能和博尔特脱了干系?如果说北京奥运会让一些初级体育爱好者熟悉了博尔特的话,在柏林进行的田径世锦赛",体育
"LG杯古力大刀挥舞 后半盘“蹂躏”韩国小将 多谱 新浪体育讯 北京时间11月3日,第13届LG杯世界棋王赛8强战在韩国济州岛落子,古力执黑对阵韩国小将金炯佑。点击观看动态棋谱 图1:事后看来,古力黑棋第45手可能还是应该如图进行,虽然白棋比实战厚实了,但黑棋空中已经没有任何味道。 图2:实战古力直接在二路拐打,白棋拐角后黑棋空中味道太恶。如图,白棋在2位一“托”,黑棋难办,黑棋如果强行顶住,双方对杀时白棋恰好可以在8位立下,黑棋差一气。 图3:右边的战斗中古力下出强手,黑棋第1手“断”",体育
"与众不同:圈点美国骇人的交通规则 笔者驻外工作多年,最初的驾车技术还是在美国学会的。在国外开车时间一长,发现当地的很多交规及讲究与中国大相径庭。就从近来议论较多的超速驾车说起吧。 超速者当场被撕驾照 初到美国,笔者就发现警察对待超速十分严厉。美国高速路一般限速不超过70英里 1英里约合1.6公里 ,违规的话动辄罚款数百美元。屡犯者要吊销驾照。车速超过100英里者,可能被控“二级谋杀罪”和被罚终身禁驾。笔者听说有人速度超过100英里,警察拿到违章者的驾驶证,当场将其撕毁。",教育
"金地集团逼近增发价 基金一个月狂抛1400万股 每经记者王炯业 二季度正是众多基金加仓金地集团,使得股价累计涨幅超过114%,而现在又是因为基金大面积撤离,一个月时间减持约1389万股,使得公司股价大幅下挫超过20%。 二季度金地集团 600383,收盘价14.39元 可谓是一只明星股,众多基金加仓该股,累计涨幅超过114%,而大盘同期涨幅才只有42%。 令人玩味的是,昨日金地集团公布的非公开发行结果却透露出基金在集体撤离该股,一个月时间减持约1389万股,而在这段时间,金地集团累计",财经
"应对震荡市基金勤奋调研 证券时报 记者付建利 今年以来A股市场的强劲反弹,让一部分基金公司脱颖而出,奠定了2009年业绩领先的基础,而部分基金公司则由于踏空,排名靠后。在今后的震荡市如何胜出,成为各基金公司最大的难题。记者日前走访几家基金公司了解到,加强调研、做足功课、基金经理“走出去”,成为不少基金公司近期正在做的“勤奋功课”。 “我们公司近期基金经理出去调研频率明显增强了,好多基金经理都只是在每周一回公司开个会。”昨日,深圳一家基金公司相关人士告诉记者,该",财经
"齐达内称愿重回皇马 媒体曝巨鳄计划直指安帅卡卡小法 新浪体育讯 足球想念齐达内,齐达内也想念足球。这位法国巨星近日在接受媒体采访时,表达了回归足球界的愿望,而且,他的目的地也很明确:他最后效力的球队皇马。不过,齐达内不是要重返绿茵场踢球,也不是要在场边指挥球队,而是希望作为俱乐部的顾问重返伯纳乌。 “如果能成为俱乐部顾问,那我会非常高兴。”齐达内在接受法国权威的体育媒体《队报》采访时表示,如果弗罗伦蒂诺参加竞选,那他愿意助昔日的皇马主席一臂之力,以未来俱乐部顾问的方式助选。法国巨星披露,",体育
"2011年下半年大学英语四六级考试今起报名 本报讯 记者 初霞 记者昨天从省招考部门获悉,2011年下半年全国大学英语四、六级考试暨高等学校英语应用能力考试报名工作今起陆续展开,其中大学英语四、六级考试报名工作将于今天开始,至20日结束,省内各普通高校及高职高专院校在校生可到所在学校的教务处咨询有关报考事宜。12月17日进行考试,上午考英语四级、下午考英语六级,下半年不考小语种。 此外,2011年下半年高等学校英语应用能力 A级、B级 考试也将于今天至20日进行,省内高职高专院校",教育
"多家基金认为市场不会过度杀跌 震荡短期难改 本报记者 李良 上海报道 在连续多日反弹后,近日A股再度遭遇大幅调整。对此,多家基金在周报中指出,虽然市场当前存在一定的负面因素,但在各项宏观指标向好,外围环境转暖以及管理层力图维护市场健康稳定的影响下,A股市场不会出现过度杀跌,仍将以震荡整固格局为主。 上投摩根指出,10月份A股市场将迎来今年乃至股改以来解禁股的最高峰。据Wind数据统计,10月份两市共解禁限售股3134.69亿股,占全年解禁股份总量的45.45%,按目前的市值水平估",财经
"清华等五所名校2010年将合作开展自主招生 新华网上海10月19日电 据19日来自上海交通大学招生办公室的消息:上海交通大学、中国科学技术大学、西安交通大学、南京大学、清华大学 按笔画为序 等5所著名高校决定,在2010年自主选拔录取中开展合作,为考生提供更优质的服务,更加公平、科学、高效地选拔优秀人才。 自2003年起,教育部在部分重点大学进行自主选拔录取 即自主招生 试点工作,这对引导中学推进素质教育、选拔创新型人才、落实高校办学自主权等起到了积极的促进作用,已得到社会各界的",教育
"吴金贵:比赛中没有仇恨 没杜威孙吉也能抗衡申花 新浪体育讯 北京时间8月14日19:30,中超联赛第18轮,杭州主场1比1平上海。尽管双方在赛前看似剑拔弩张,但在出席赛后发布会的时候布拉泽维奇和吴金贵还是非常惺惺相惜的对对手表示祝贺。吴金贵坦言今夜的比赛并没有仇恨,而布拉泽维奇称自己换下里亚斯科斯导致球队失去优势也是不得已为之。 吴金贵首先对布拉泽维奇进行了感谢。“大家晚上好,同时问候布拉泽维奇先生,感谢他对我们的祝贺。今天的竞争双方没有分胜负,我一样对这个结果满意。我相信双方已经用",体育
"2009年中考北京首次实现全科网上评卷 本报讯 记者贾晓燕 今年,全市各区县在中考语文、数学、外语、物理、化学5科考试科目中将全部实行网上评卷,从而最大限度地达到公平、公正。这在全市中考历史上还是第一次。 据了解,网上评卷将按照北京教育考试院制定的试题答案及评分参考,录取方式仍分为提前招生、“招优”和统一招生三种方式。有关人士认为,实行此举,有助于评卷教师更好地把握评分标准,及时、直观地了解每位评卷教师的评卷质量和进度,有效控制误差。此外,网上评卷全程采用计算机管理,省去了传",教育
"自考中国近现代史纲要笔记第五章 第五章 中国革命的新道路 本章重点 1、国民党独裁统治的实质和中国共产党反对国民党反动派统治的斗争的正义性。 2、中国共产党人探索农村包围城市新道路的艰辛实践和理论,“左”倾教条主义的表现、根源和危害。 3、遵义会议和长征胜利的意义。 4、中间党派的政治主张。 本章提示 注意了解以毛泽东为代表的中国共产党人在艰难困苦的环境下探索中国革命规律的理论创新精神。 重要考点讲解 一、基本概念 1、东北易帜:张学良1928年12月29日宣布东北服",教育
"9月22日商品早盘分析摘要 【早盘提示】美联储推出规模4000亿美元的“扭转操作”,以压低长期利率。美股在美联储公布消息后大幅下挫,市场对“扭转操作”的效果表示怀疑,甚至认为美联储已经没有多少措施可以继续使用。在美联储印钞的幻想破灭后,商品市场预计将延续跌势,维持空单持有的建议。 【期指日内操作建议】美联储周三推出新一轮非常规举措以提振经济,昨市场强势特征明显,但主力合约由升水转为贴水,不可对反弹幅度期望过高。 张卫涛 【沪铜今日操作建议】美联储周三推出新一轮非常",财经
"联手私募 银信理财频现新军 最低门槛30万元,通过银信理财进行投资,私募不再高不可攀 本报记者 张艺良 高端市场是金融机构兵家必争之地。随着中国经济多年来的持续增长,国人的钱袋子也越来越鼓。经常可以在网站等媒体上公布的百万、千万甚至是亿万富翁人数。面对潜在客户群庞大的高端理财市场,金融机构各出奇兵。 邮政银行 携5大明星级投资顾问入市 理财对于很多投资者而言还是一件不容易的事情,多数人都希望有理财顾问能在旁指点一二。在中国的资本市场上,私募基金的运营团队一直被人们",财经
"特克格鲁让开拓者抓狂 纽约大将成玫瑰军团新猎物 新浪体育讯 北京时间7月5日消息,赫多-特克格鲁的“反悔”让波特兰开拓者队之前的努力付之东流,这对纽约尼克斯队也不是一件好事,因为他们的自由球员大卫-李已经成为开拓者队的“新猎物”。 “我们已经进行过接触,不过我们现在还在谈判中。”李的经纪人马克-巴特斯特恩接受采访时表示。特克格鲁原本在昨天接受了开拓者队的千万年薪合同,但由于家人的缘故他选择了多伦多猛龙队,这让开拓者队把目标转向李,李希望能得到一份千万合同。巴特斯特恩介绍,因为李是受限",体育
"图文:2009海外教育嘉年华的咨询区 10月20日周二由新浪和澳际教育集团联合主办的“2009海外教育嘉年华”在武汉锦江国际大酒店盛大开幕。为了满足学生留学的需求,也为了让学生得到更多的资讯,留学一对一咨询、 留学金融指导、留学理性规划、留学先体验等方面都会作为专题在嘉年华上体现。 此次嘉年华邀请到澳洲使馆官员现场解析留学签证动态,签证常识等;各大名校招生代表介绍院校及专业情况,并现场透露新一年的招生计划;中信银行现场进行出国金融理财指导。 以上图为“2009新浪 澳际海外",教育
"上海六连胜引出幕后操盘手 三大利器都是慕名而来 新浪体育讯 北京时间1月6日晚,CBA第8轮比赛在长春市体育馆拉开战幕。吉林队坐镇主场105:110负于势头正劲的上海队。六连胜成为姚明离开上海后最长的连胜纪。这场比赛,上海队落后的分数一度超过了10分,但他们仍然凭借最后时刻三个外援的出色发挥上演了大翻盘的好戏。 比赛进入到第四节,上海仍然以72-82落后,更可怕的是,整个前三节,上海队一直被吉林队压着打,吉林主场的球迷甚至已经开始庆祝这场比赛的胜利了,他们觉得上海队根本没有一点翻盘的",体育
"橡胶两合约连续三日跌停 将强制平仓 全景网10月8日讯由于上海期货交易所 以下简称“上期所” 天然橡胶Ru0811、Ru0901合约出现连续三日跌停的局面,上期所在今日收盘后发出通知,称交易所将在今日结算时采取《上海期货交易所风险控制管理办法》第十四条措施二的方法平仓。同时在9日恢复上述两合约的交易,其涨跌停板调整为4%,交易保证金为8%。 根据《上海期货交易所风险控制管理办法》第十四条措施二的方法,交易所将7日闭市时以跌停板价申报的未成交平仓报单,以7日的涨跌停板价,与",财经
"总局酝酿新制:足协放权与中超脱钩 只负责国字号 本报讯 记者 张? 世界杯出局、奥运会小组被淘汰、武汉光谷中途退出联赛、上海申花队故意在比赛中吃黄牌......这些负面新闻让中国足协彻底失去了民心。按目前的态势看,足协相关人员已经猜测,国家体育总局将对中国足协进行全面重组,目前重组的方式还在讨论中。 在北京奥运会开幕前,就有消息传出,国家体育总局准备又一次让中国足协成为体制改革的先锋。其酝酿的做法是仿效国际普遍的做法,足协只负责各级别国家队的事务,联赛全面放权给各俱乐部。目前中国足协",体育
"柔道世界杯迈阿密站:中国女将夺得三枚铜牌 新浪体育讯 迈阿密7月3日消息,2011年世界杯柔道赛迈阿密站的比赛周日结束,中国选手发挥一般,女将夺得三枚铜牌。 在中国最有优势的女子+78公斤级比赛中,刘欢缘与英国选手阿德灵顿并列第三,英国名将布莱恩特获得冠军。在女子-78公斤级比赛中,全运会冠军张浙慧与加拿大选手罗伯格并列铜牌,美国选手哈里森和加拿大的科顿分获冠亚军。此外,在女子-57公斤级中,中国的朱桂蓉并列第三,美国选手马洛伊夺得冠军。 日本队没有参加本站比赛。 新体",体育
"7场8球比利亚只需仰望一人 说他像肯佩斯也不为过 记者田超报道 如果科曼现在看看瓦伦西亚的成绩单,他恐怕会窘迫得说不出话来。前7轮西甲过后,蝙蝠军团在同为少帅的埃梅里带领下已豪取19分,傲然占据榜首位置;而上赛季荷兰人带瓦伦西亚打了22场西甲,也才不过得到了18分而已。 此外,瓦伦西亚进13球仅失4球,在欧洲主流联赛中,成为净胜球仅次于切尔西 16 的球队。这一数字恰恰反映的是球队攻防的均衡度。如今的蝙蝠军也确实让人很难不想起当年贝尼特斯打造的那支攻防平衡的瓦伦西亚:7轮联赛已过,球队",体育
"基金销售一对多各有奇招 记者 安仲文 基金“一对多”正成为基金公司渠道创新的绝佳试验品。在公募基金领域,基金的销售无疑最强调最广的覆盖面和最强势的银行。但本周开始发行的“一对多”产品则摆脱了上述限制,招商基金、汇添富、长城、鹏华等基金在营销创新方面纷纷亮出自己的奇招。 招商基金副总经理陈?昨日向《上海证券报》表示,招商基金首单“一对多”产品目前已在招商银行总行营业部以及招行深圳分行进行销售募集。“我们的营销策略是建立了独立于公募基金客服的特定客户资产管理计划的",财经
"深锐观察:超级新秀谋朝篡位 是谁让老大靠边闪? 老大靠边闪 里德、保罗、凯文-马丁接连伤停......本届最强菜鸟们甫一登场就非常诡异的“克掉”球队老大。但取而代之?显然没那么简单。 文/马钺 一名NBA球员在成长路上会遇到许多阻碍:在你头顶灌篮、耳边喷脏话的对手,只因看不顺眼就请你吃T的脑残裁判,把你和饮水机焊在一起的主教练,在场边打出各种讥讽标语牌的客队球迷,潜伏在停车场、口袋里放着一打用图钉刺过的避孕套的骨肉皮...... 然而,如果你是个超级新秀,最大的绊脚石则可能是:你的老",体育
"罚球差又怎样?奥尼尔:不用教我如何做 别烦我了 新浪体育讯 北京时间10月9日消息,据WEEI.com消息,众所周知,沙奎尔-奥尼尔的罚球不好,于是不管他走到哪里,都会听到一些如何改善他这个软肋的建议。但大鲨鱼不以为意,对此他的回复很简单:别烦我了。 迄今为止,沙奎尔-奥尼尔职业生涯获得的罚球数仅次于卡尔-马龙和维尔特-张伯伦,位居NBA历史第三位。但大鲨鱼罚球差是出了名的,若算罚球命中个数和命中率,两项排名他都不靠前。奥尼尔职业生涯的罚球命中率史上第二差 52.7% ,仅比张伯伦好",体育
"聚焦2010高考:裸考呼声不绝 加分或面临转折 编者按:今年是《国家中长期教育改革和发展规划纲要 2010-2020年 》启动实施之年。教育部考试中心主任戴家干日前在接受媒体采访时表示,今年高考将体现国家教育中长期发展规划纲要的要求,评价体系要发生变化。教育部考试中心将从实施考务和命题两方面贯彻教育规划纲要提出的要求。在这样的大背景下,今年高考自然更受瞩目,招考政策、考生人数、录取方式、考场安全等都成为关注的焦点。 近几年高考加分造假案频出,引发舆论的极大关注。一项调查显示,大多数人",教育
东北师范大学2012年硕士研究生招生目录书目 新浪教育讯 东北师范大学2012年硕士研究生招生目录书目发布:点击进入查询页面,教育
"徐根宝点评中国足球3个时代 王俊生掌舵时期最美好 在开始这一段采访之前,徐根宝再三声明,“我绝对没有指责任何人的意思,也没有批评任何人的意思。我只是客观地去回顾中国职业足球开展之后的这16年,王俊生、阎世铎、谢亚龙,他们三个人都非常努力,但说实话,在他们分别掌权的这三个阶段,中国职业足球的发展情况却截然不同。 ” 至于为什么中国足球会在三个阶段里完全不同,徐根宝将原因归结为一点,“就是政府参与力度的不同,我始终认为,目前的中国职业足球绝对不能完全市场化,一旦完全离开了政府的支持和监管,",体育
"海外留学:学习和工作两手都要HOLD住 我潜伏的几个QQ群里最近特别热闹,那是一群即将独自闯荡异国的准留学生们。他们在群里相互讨论着即将要去的国家,读的学校,憧憬着一个人的自由生活。他们蠢蠢欲动,表现出难以言喻的兴奋与紧张。一直潜着水的我,终于忍不住要出来冒个泡,告诉他们,姐是海龟,姐想告诉你们,出国留学 微博 ,要怎么hold住! 其实当时我并不了解英国,也不清楚将会发生些什么,但我知道英国就在那儿等着我,我下定决心,无论遇到神马情况姐一定要hold住。于是拎了个箱子就这么",教育
