label,category,text,text_processed
1,科技,"微软搜索引擎深圳推广“出口通” 已有上百家深圳企业搭“出口通”出海并接到订单 【深圳商报讯】 记者 吴素红 季 杰 巨大的中国搜索引擎市场历来是兵家必争之地。昨天,微软MSN 中国 携手深圳汇海科技,在深圳推广微软Bing搜索“出口通”业务。有分析认为,微软正试图借助这项业务拓展在中国的搜索版图。据了解,目前已经有上百家深企借助“出口通”尝试海外推广。 随着全球经济日渐复苏,中国的企业也将触角延伸到世界各地。但对于中国中小型传统外贸企业,如何低成本、高精准、高效果、高",微软 搜索引擎 深圳 推广 出口 已有 百家 深圳 企业 出口 出海 接到 订单 深圳 商报讯 吴素 巨大 中国 搜索引擎 市场 历来 兵家必争之地 昨天 微软 MSN 中国 携手 深圳 汇海 科技 深圳 推广 微软 Bing 搜索 出口 业务 分析 认为 微软 正试图 借助 这项 业务 拓展 中国 搜索 版图 了解 目前 已经 百家 深企 借助 出口 尝试 海外 推广 随着 全球 经济 日渐 复苏 中国 企业 触角 延伸 世界各地 对于 中国 中小型 传统 外贸企业 如何 低成本 精准 效果
3,教育,"09年北京九类无本市户口考生可参加中招 本报讯 通讯员安京京 本周一开始,今年本市中招开始网上报名,9类无北京正式户口的考生可参加本市中招。 今年中招报名、报考仍分开进行。凡有本市正式户口的应届初三生和年龄在18周岁以下 1991年9月1日及以后出生 的往届生都可报名、报考。高级中等学校在校生没有报名资格。 据了解,报名信息由市中招办从市教委中小学学籍管理系统 CMIS 中提取。考生需要在2月23日8时30分至3月6日17时上网填写、核对本人的报名信息。市教育考试院中招办有关",09 北京 九类 本市 户口 考生 参加 中招 本报讯 通讯员 安京京 本周一 开始 今年 本市 中招 开始 网上 报名 北京 正式 户口 考生 参加 本市 中招 今年 中招 报名 报考 分开 凡有 本市 正式 户口 应届 初三 年龄 18 周岁 以下 1991 日及 以后 出生 往届生 报名 报考 高级 中等学校 在校生 没有 报名 资格 了解 报名 信息 由市 中招办 市教委 中小学 学籍 管理系统 CMIS 提取 考生 需要 23 30 分至 17 上网 填写 核对 本人 报名 信息 教育 考试院 中招办
3,教育,"2009年河南省高考考点将实行无线电监测 本报讯 2009年高考即将举行,我省高考工作已经进入临战状态,今年我省高考考生总数95.9万人,虽比2008年有所下降,但仍居全国第一。省政府昨日召开电视电话会议,部署各项工作安排。 各考点实行无线电监测 从近年来查处和了解的作弊手段看,无线电作弊已经成为近年来高考中使用频率最高的一种作弊现象,并呈现逐年上升的趋势。作弊的形式也在不断翻新,作弊设备越来越隐蔽,涉及的频段越来越多。对此,省工业和信息化厅表示,目前已做好各项准备,将对各高考",2009 河南省 高考 考点 实行 无线电 监测 本报讯 2009 高考 即将 举行 我省 高考 工作 已经 进入 临战状态 今年 我省 高考 考生 总数 95.9 万人 虽比 2008 有所 下降 全国 第一 省政府 昨日 召开 电视电话会议 部署 各项 工作 安排 各考点 实行 无线电 监测 近年来 查处 了解 作弊 手段 无线电 作弊 已经 成为 近年来 高考 使用 频率 最高 一种 作弊 现象 呈现 逐年 上升 趋势 作弊 形式 不断 翻新 作弊 设备 越来越 隐蔽 涉及 频段 越来越 对此 工业 信息化 目前 做好 各项 准备 高考
0,体育,"连续五年无缘季后赛? 加强版东北虎本季要当黑马 城市晚报讯 信心源于实力,当吉林九台农商银行东北虎队再次喊出冲击季后赛口号时,将帅的目光和言语中,自信的成分明显比前几个赛季增多。自2005-2006赛季获得联赛第八名后,东北虎已经多年未能进入前八。经历过阵痛,经历过新老交替的艰难,如今,当于澍龙等一批新生代逐渐挑起大梁,东北虎开始逐渐反弹。若将“提高”进行量化,主教练王晗说,本赛季这批队员若与上赛季的阵容对抗,至少能赢10分。 【执教篇】 为何要从自己先改变? 太激动会影响大局观 上",连续 五年 无缘 季后赛 加强版 东北虎 本季 黑马 城市 晚报 信心 源于 实力 吉林 九台 农商 银行 东北虎 再次 冲击 季后赛 口号 将帅 目光 言语 自信 成分 明显 比前 几个 赛季 增多 2005 2006 赛季 获得 联赛 第八名 东北虎 已经 多年 未能 进入 前八 经历 阵痛 经历 新老交替 艰难 如今 当于澍 一批 新生代 逐渐 挑起 大梁 东北虎 开始 逐渐 反弹 提高 量化 主教练 王晗 本赛季 这批 队员 上赛季 阵容 对抗 至少 10 执教 为何 自己 改变 激动 影响 大局观
0,体育,"殷铁生:队员必须要给我面子 山东人更要严格要求 记者肖良志金山报道 爱之切,责之切。山东老乡矫?的一次懈怠,让殷铁生青筋暴起,训练结束后仍然很不高兴。当时他不太清楚,矫?感冒发烧,其实是带病坚持训练。 大家都知道,矫?是殷铁生亲自点将,中途征调而来的。而且,他俩都是山东人,都和鲁能有渊源。30日下午,铁蛋的出离愤怒,惊呆了所有人。“只要进入训练场,就必须按照我的要求来,谁要是不负责任就趁早回家。”30日晚,铁蛋说,“矫?也是山东人,别人会认为我们是自己人,大家的眼睛都在盯着。越是这样",殷铁生 队员 必须 面子 山东人 更要 严格要求 肖良志 金山 报道 爱之切 责之切 山东 老乡 一次 懈怠 殷铁生 青筋 暴起 训练 结束 仍然 高兴 当时 清楚 感冒 发烧 其实 带病 坚持 训练 大家 知道 殷铁生 亲自 点将 中途 征调 而来 而且 他俩 山东人 鲁能 渊源 30 下午 铁蛋 出离 愤怒 惊呆 所有人 只要 进入 训练场 必须 按照 要求 要是 不负责任 趁早 回家 30 日晚 铁蛋 山东人 别人 认为 自己 大家 眼睛 越是 这样
2,财经,"期货投资咨询业务五一开闸 8000万门槛维持原判 杨颖桦 核心提示:值得注意的是,随着股指期货的推出,证券机构可能会在证券咨询业务活动涉及到股指期货,但这次的《试行办法》并未涉及此项业务规定。 4月1日下午,中国证监会发布《期货公司期货投资咨询业务试行办法》,该办法将在5月1日正式实施,这意味着,期货界期待已久的期货投资咨询业务将于届时正式开闸。 8000万门槛维持“原判” 资格门槛是业内最为关心的问题之一。对此,证监会有关部门负责人对记者指出,《试行办法》主要是从资本实力和合规角度对",期货 投资 咨询 业务 五一 开闸 8000 门槛 维持原判 杨颖桦 核心 提示 值得注意 随着 股指 期货 推出 证券 机构 可能 证券 咨询 业务 活动 涉及 股指 期货 这次 试行 办法 并未 涉及 此项 业务 规定 下午 中国证监会 发布 期货 公司 期货 投资 咨询 业务 试行 办法 办法 正式 实施 意味着 期货 期待已久 期货 投资 咨询 业务 届时 正式 开闸 8000 门槛 维持 原判 资格 门槛 业内 最为 关心 问题 之一 对此 证监会 部门 负责人 指出 试行 办法 主要 是从 资本 实力 合规 角度
0,体育,"本田退出没有波及丰田信心 最大车厂表态继续效忠F1 新浪体育讯 本田宣布退出F1的决定没有波及到另一家日本厂商的信心。丰田在同日发表声明,他们会继续致力于这项处于汽车运动金子塔尖的赛事。 “本田的决定对我们作为一支日本车队来讲是一件憾事,然而,我们无法对他们的情况做更多的评价,因为这是本田的问题。”丰田车队在一则最新发表的声明中写道。 这家当前全球最大的汽车制造商表示,他们会继续效忠于F1赛事,并希望尽快引入能切实降低开支的改革措施,以保住这项运动能有健康的未来。 “丰田目前致力于在F1",本田 退出 没有 波及 丰田 信心 最大 车厂 表态 继续 效忠 F1 新浪 体育讯 本田 宣布 退出 F1 决定 没有 波及 另一家 日本 厂商 信心 丰田 同日 发表声明 继续 致力于 这项 处于 汽车 运动 金子 塔尖 赛事 本田 决定 作为 一支 日本 车队 来讲 一件 憾事 然而 无法 情况 评价 这是 本田 问题 丰田 车队 一则 最新 发表 声明 写道 这家 当前 全球 最大 汽车 制造商 继续 效忠 F1 赛事 希望 尽快 引入 切实 降低 开支 改革 措施 保住 这项 运动 健康 未来 丰田 目前 致力于 F1
2,财经,"国内首只全新概念周期策略基金即将发行 证券时报记者 孙晓霞 本报讯 记者获悉,国内首只运用“周期策略”全新概念的基金 天弘周期策略股票型基金日前已获证监会批复,将于近日公开募集,该基金是天弘基金旗下第四只产品。 据悉,天弘周期策略基金将依据经济运行不同时期资产以及行业的不同表现,严格遵循价值投资理念,深入研究宏观经济、产业和行业发展状况,更注重采用“自上而下”的资产配置策略,为投资提供依据,同时以“自下而上”的选股策略作为补充。 天弘周期策略基金将以投资时钟理论作为投资策略",国内 全新 概念 周期 策略 基金 即将 发行 证券时报 孙晓霞 本报讯 获悉 国内 运用 周期 策略 全新 概念 基金 天弘 周期 策略 股票 型基金 日前 已获 证监会 批复 近日 公开 募集 基金 天弘 基金 旗下 第四 产品 据悉 天弘 周期 策略 基金 依据 经济运行 不同 时期 资产 行业 不同 表现 严格 遵循 价值 投资 理念 深入研究 宏观经济 产业 行业 发展 状况 注重 采用 自上而下 资产 配置 策略 投资 提供 依据 同时 自下而上 选股 策略 作为 补充 天弘 周期 策略 基金 投资 时钟 理论 作为 投资 策略
3,教育,"盘点:四六级作文中的经典英文台词 1.记住该记住的,忘记该忘记的。改变能改变的,接受不能改变的。 Remember what should be remembered, and forget what should be forgotten.Alter what is changeable, and accept what is mutable. 2.能冲刷一切的除了眼泪,就是时间,以时间来推移感情,时间越长,冲突越淡,仿佛不断稀释的茶。 Apart from tear",盘点 四六级 作文 经典 英文 台词 记住 记住 忘记 忘记 改变 改变 接受 不能 改变 Remember what should be remembered and forget what should be forgotten Alter what is changeable and accept what is mutable 冲刷 一切 除了 眼泪 就是 时间 时间 推移 感情 时间 越长 冲突 越淡 仿佛 不断 稀释 Apart from tear
0,体育,"检举信引发段位赛严查骨龄 名利双收有人铤而走险 围棋也有高考?大多数家长恐怕都觉得不可思议。但对于那些倾注了十数年心血以及数十万资金来培养孩子走“职业”围棋道路的家长来说,他们毫无疑问会说“有”。这个“围棋高考”就是每年举办一次的“职业定段赛”,其难度甚至超过了普通孩子考北大、清华。 更让普通家长想不到的是,跟每个人都可以参加普通高考相比,“围棋高考”的门槛设置要高很多 不仅要有业余5段以上的资格证书,同时还要测骨龄!下围棋跟骨骼成长有关系吗?这肯定让大多数人都很困惑,也是白宝祥6段",检举信 引发 段位赛 严查 骨龄 名利双收 有人 铤而走险 围棋 高考 大多数 家长 恐怕 觉得 不可思议 对于 那些 倾注 十数年 心血 数十万 资金 培养 孩子 职业 围棋 道路 家长 来说 毫无疑问 这个 围棋 高考 就是 每年 举办 一次 职业 定段 难度 甚至 超过 普通 孩子 北大 清华 普通 家长 想不到 每个 可以 参加 普通 高考 相比 围棋 高考 门槛 设置 很多 不仅 业余 以上 资格证书 同时 还要 骨龄 下围棋 骨骼 成长 关系 肯定 大多数 困惑 白宝祥
2,财经,"专家呼吁推出天气期货 规避不测风云 但胡俞越也指出,目前各界对推出天气指数期货也有疑虑:首先是国际市场上推出时间不长,对中国来说,尽管自然灾害对某个农业品种会有影响,但对整个农业生产格局影响不大;其次,天气指数推出后合约如何设计、如何交割也存在一定难度。",专家 呼吁 推出 天气 期货 规避 不测风云 俞越 指出 目前 各界 推出 天气 指数 期货 疑虑 首先 国际 市场 推出 时间 中国 来说 尽管 自然灾害 某个 农业 品种 影响 整个 农业 生产 格局 影响 其次 天气 指数 推出 合约 如何 设计 如何 交割 存在 一定 难度
0,体育,"马拉多纳上海督战引爆全场 不满女婿阿奎罗表现 马拉多纳来了,一件深蓝色的T恤,左肩背着一个黑色的单肩小包,戴着一副墨镜。昨天上午9点45分,马拉多纳出现在上海浦东国际机场,“只要阿根廷进入1/4决赛,我就会来上海为他们加油。”马拉多纳没有食言。昨晚现场观看阿根廷和荷兰比赛后,今天早上马拉多纳就和阿根廷一起离开了上海,前前后后总共在上海呆了24小时。 早报记者宋承良 宾馆专人24小时服务马拉多纳 抵达上海后,上海赛区的工作人员和志愿者把马拉多纳接到了阿根廷下榻的华亭宾馆。根据规定,作",马拉多纳 上海 督战 引爆 全场 不满 女婿 阿奎罗 表现 马拉多纳 一件 深蓝色 T恤 左肩 背着 黑色 单肩 小包 戴着 一副 墨镜 昨天上午 45 马拉多纳 出现 上海浦东国际机场 只要 阿根廷 进入 决赛 上海 加油 马拉多纳 没有 食言 昨晚 现场 观看 阿根廷 荷兰 比赛 今天 早上 马拉多纳 阿根廷 一起 离开 上海 前前后后 总共 上海 24 小时 早报 宋承良 宾馆 专人 24 小时 服务 马拉多纳 抵达 上海 上海 赛区 工作人员 志愿者 马拉多纳 接到 阿根廷 下榻 华亭 宾馆 根据 规定
3,教育,"2012考研农学:扎稳根基 合理吸收外界资源 2012年考研农学统考大纲终于出炉,经过跨考教育 微博 专业老师对比分析,与去年基本没有变化,农学的考生可以继续放心的按照原定的节奏复习了,复习过程基础要是要加强巩固,把根扎稳,然后再借助其他资源好好整合所复习的。 此专业课包含植物生理学与生物化学两个部分,此门课程所占分值为150分,考试时间为180分钟,二者在试卷比例各半。 和往年一年,考纲要求考生了解植物生理学的研究内容和发展简史,认识植物生命活动的基本规律,理解和掌握植物生理学的",2012 考研 农学 扎稳 根基 合理 吸收 外界 资源 2012 考研 农学 统考 大纲 终于 出炉 经过 跨考 教育 微博 专业 老师 对比 分析 去年 基本 没有 变化 农学 考生 可以 继续 放心 按照 原定 节奏 复习 复习 过程 基础 要是 加强 巩固 根扎稳 然后 借助 其他 资源 好好 整合 复习 专业课 包含 植物 生理学 生物化学 两个 部分 此门 课程 分值 150 考试 时间 180 分钟 二者 试卷 比例 各半 往年 一年 考纲 要求 考生 了解 植物 生理学 研究 内容 发展 简史 认识 植物 生命 活动 基本规律 理解 掌握 植物 生理学
2,财经,"基金汉鼎完成封转开 本报讯 记者 张禹 昨日,记者从富国基金管理公司获悉,原封闭式基金汉鼎已经于11月20日终止上市,顺利“封转开”成为富国天鼎中证红利指数增强型基金 简称富国天鼎 ,并将于近期面市发售。",基金 汉鼎 完成 封转开 本报讯 张禹 昨日 富国 基金 管理 公司 获悉 封闭式 基金 汉鼎 已经 11 20 终止 上市 顺利 封转开 成为 富国 天鼎 中证 红利 指数 增强型 基金 简称 富国 天鼎 近期 面市 发售
2,财经,"橡胶两合约连续三日跌停 将强制平仓 全景网10月8日讯由于上海期货交易所 以下简称“上期所” 天然橡胶Ru0811、Ru0901合约出现连续三日跌停的局面,上期所在今日收盘后发出通知,称交易所将在今日结算时采取《上海期货交易所风险控制管理办法》第十四条措施二的方法平仓。同时在9日恢复上述两合约的交易,其涨跌停板调整为4%,交易保证金为8%。 根据《上海期货交易所风险控制管理办法》第十四条措施二的方法,交易所将7日闭市时以跌停板价申报的未成交平仓报单,以7日的涨跌停板价,与",橡胶 合约 连续 三日 跌停 强制 平仓 全景网 10 日讯 由于 上海 期货 交易所 以下 简称 上期 天然橡胶 Ru0811 Ru0901 合约 出现 连续 三日 跌停 局面 上期 所在 今日 收盘 发出通知 交易所 今日 结算 采取 上海 期货 交易所 风险 控制 管理 办法 第十四条 措施 方法 平仓 同时 恢复 上述 合约 交易 其涨 跌停板 调整 4% 交易 保证金 8% 根据 上海 期货 交易所 风险 控制 管理 办法 第十四条 措施 方法 交易所 闭市 时以 跌停板 申报 未成交 平仓 报单 跌停板
0,体育,"篮网尖刀坦言防不住皇帝 CDR:皇帝和科比一样无解 篮网即将坐镇主场迎战骑士,这是詹姆斯本赛季首次来到IZOD中心。双方曾在2009年12月16日进行过一场比赛,当时詹姆斯比较温柔,只得到23分6篮板7助攻,率队拿走了一场胜利。但是在最近的12场比赛中,骑士获得了11场胜利,詹姆斯也越来越暴虐。在生日大战中,詹姆斯面对亚特兰大老鹰拿下48分10篮板6助攻2抢断2封盖的恐怖数据。面对狂暴状态的詹姆斯, 篮网先发小前锋罗伯茨直言自己不是对手。 “从高中二年级起,我就很了解詹姆斯了,”罗伯茨开",篮网 尖刀 坦言 不住 皇帝 CDR 皇帝 科比 一样 篮网 即将 坐镇 主场 迎战 骑士 这是 詹姆斯 本赛季 首次 来到 IZOD 中心 双方 2009 12 16 一场 比赛 当时 詹姆斯 比较 温柔 得到 23 篮板 助攻 率队 拿走 一场 胜利 最近 12 比赛 骑士 获得 11 胜利 詹姆斯 越来越 暴虐 生日 大战 詹姆斯 面对 亚特兰大 老鹰 拿下 48 10 篮板 助攻 抢断 封盖 恐怖 数据 面对 狂暴 状态 詹姆斯 篮网 先发 前锋 罗伯茨 直言 自己 不是 对手 高中 二年级 了解 詹姆斯 罗伯茨
1,科技,"高管家属成华谊套现主力 本报讯 记者 刘夏 昨日,华谊兄弟公布了2011年的电视剧计划,称公司计划制作完成的电视剧预计有17部,共547集。而该公司自解禁后,便成为大宗交易平台上的“常客”。昨日该股收于30.60元,跌3.23%。 在公布的电视剧计划中,多部将是由电影翻拍作品。如电视剧版《非诚勿扰》和《唐山大地震》。华谊兄弟曾经公告,前三季度净利润同比大增近138%,主要是靠《唐山大地震》的贡献。但电视剧前三季度实现收入1.36亿元,同比下滑18.41%。在资",高管家 属成 华谊 套现 主力 本报讯 刘夏 昨日 华谊 兄弟 公布 2011 电视剧 计划 公司 计划 制作 完成 电视剧 预计 17 547 公司 解禁 成为 大宗 交易平台 常客 昨日 该股 收于 30.60 3.23% 公布 电视剧 计划 部将 电影 翻拍 作品 电视剧 非诚 勿扰 唐山大 地震 华谊 兄弟 曾经 公告 三季度 净利润 同比 大增 138% 主要 唐山大 地震 贡献 电视剧 三季度 实现 收入 1.36 亿元 同比 下滑 18.41% 在资
0,体育,"申花众多新面孔亮相南昌 朱骏欧洲选帅顾虑重重 新浪体育讯 北京时间10月28日下午2时30分,申花 微博 全队来到了南昌八一体育场进行赛前适应场地训练。由于从上午起南昌下起了蒙蒙细雨,原本质量就一般的球场草皮在雨水的浸润下愈发显得糟糕,草皮稀疏、踩上去松软泥泞,球场的个别区域甚至出现了大坑,于是就在申花进行训练的同时,球场的工作人员也在忙碌着为球场填坑。而根据天气预报显示,明天下午的比赛很有可能在小雨中进行,泥泞的球场势必会给双方的技战术发挥带来颇大的影响。 备战南昌申花众多新面孔",申花 众多 新面孔 亮相 南昌 朱骏 欧洲 选帅 顾虑重重 新浪 体育讯 北京 时间 10 28 下午 30 申花 微博 全队 来到 南昌 八一 体育场 赛前 适应 场地 训练 由于 上午 南昌 下起 蒙蒙细雨 原本 质量 一般 球场 草皮 雨水 浸润 愈发 显得 糟糕 草皮 稀疏 上去 松软 泥泞 球场 个别 区域 甚至 出现 大坑 于是 申花 训练 同时 球场 工作人员 忙碌 球场 填坑 根据 天气预报 显示 明天 下午 比赛 可能 小雨 泥泞 球场 势必会 双方 技战术 发挥 带来 影响 备战 南昌 申花 众多 新面孔
1,科技,"重庆开通手机电子钱包业务 本报讯 市民乘坐轻轨可用手机“刷卡”付费,即日起到今年底还可享受8折优惠。作为建设“国家移动电子商务示范区”的重要内容,我市开通电子钱包业务。 所谓“手机钱包”,是指用手机进行小额支付。重庆移动介绍,“手机钱包”有3种形式:一是具备感应功能的银行卡,二是贴于手机上的钱包卡 1元硬币大小 ,三是植于手机内具备支付功能的SIM手机卡。我市开通的是第一种和第二种。“手机钱包”最大存款和支付金额为1000元,不能像信用卡那样透支。 据介绍,使用",重庆 开通 手机 电子 钱包 业务 本报讯 市民 乘坐 轻轨 可用 手机 刷卡 付费 即日起 今年底 享受 优惠 作为 建设 国家 移动 电子商务 示范区 重要 内容 我市 开通 电子 钱包 业务 所谓 手机 钱包 指用 手机 小额 支付 重庆 移动 介绍 手机 钱包 形式 一是 具备 感应 功能 银行卡 二是 手机 钱包 硬币 大小 三是 植于 手机 具备 支付 功能 SIM 手机卡 我市 开通 第一种 第二种 手机 钱包 最大 存款 支付 金额 1000 不能 信用卡 那样 透支 据介绍 使用
2,财经,"大成核心双动力今日结束募集 正在工商银行、农业银行、中国银行、招商银行等各大银行及国泰君安、中信建投、广发证券、银河证券等券商热销的大成核心双动力基金今日结束募集。 据了解,大成核心双动力是一只偏股基金,投资目标是以稳健的投资策略为主,采用合理的方法适当提升风险收益水平,力争获取超越业绩比较基准的中长期投资收益。该基金拟任基金经理为杨建华,其同时管理的大成景阳基金凭借配置合理、选股准确的风格,在今年大幅下跌的市场中表现突出,晨星数据显示,截至2010年6月4日,该",大成 核心 动力 今日 结束 募集 正在 工商银行 农业银行 中国银行 招商银行 各大 银行 国泰君安 中信 建投 广发 证券 银河证券 券商 热销 大成 核心 动力 基金 今日 结束 募集 了解 大成 核心 动力 一只 偏股 基金 投资 目标 稳健 投资 策略 为主 采用 合理 方法 适当 提升 风险 收益 水平 力争 获取 超越 业绩 比较 基准 中长期 投资收益 基金 拟任 基金 经理 杨建华 同时 管理 大成 景阳 基金 凭借 配置 合理 选股 准确 风格 今年 大幅 下跌 市场 表现 突出 晨星 数据 显示 截至 2010
3,教育,"2010职称英语基础复习之补全短文 职称英语考试包括词汇选项、阅读判断、构如下表所示:概括大意完成句子、阅读理解、补全短文和完型填空六大题型,它们在试卷中的具体内容及结构 考试内容及试卷结构一览表 在基础复习阶段,新东方在线网络课堂职称英语辅导团队老师建议考生先以词汇和常考的语法点的复习为主,并注意通过回顾近三年真题中补全短文常涉及的文章主题,以及出题者喜欢针对文章中什么样的句子设置问题,要注意掌握上下文之间形成意义衔接的关键词和上下文的连接句。 本题型难度较大,在实际考",2010 职称 英语 基础 复习 补全 短文 职称 英语考试 包括 词汇 选项 阅读 判断 如下 所示 概括 大意 完成 句子 阅读 理解 补全 短文 完型 填空 六大 题型 它们 试卷 具体内容 结构 考试内容 试卷 结构 一览表 基础 复习 阶段 新东方 在线 网络课堂 职称 英语 辅导 团队 老师 建议 考生 词汇 常考 语法 复习 为主 注意 回顾 近三年 真题 补全 短文 涉及 文章主题 出题者 喜欢 针对 文章 什么样 句子 设置 问题 注意 掌握 上下文 之间 形成 意义 衔接 关键词 上下文 连接 题型 难度 较大 实际
2,财经,"基金3000点新起点 垫底者跑步入场 东方早报理财一周报记者/仇晓慧 基金上半年成绩自7月第一天起就已经成为过去。微妙的是,7月首日,上证综指轻松越过3000点,出现了自2008年6月11日以来,收盘点位的首个“3字头”。 如果说在今年上半场,许多基金的失利在于还没有从过度悲观中及时反应过来,没有抓住转折时的大机会,那么,接下来同时从3000点的起跑就更显常规市场下的投资实力。上半年暂时落后的基金,尤其在上半年丢失颜面的部分一线基金,为了收复失去的江山将何去何从?而那些居前",基金 3000 新起点 垫底 跑步 入场 东方 早报 理财 周报 仇晓慧 基金 上半年 成绩 第一天 已经 成为 过去 微妙 首日 上证综指 轻松 越过 3000 出现 2008 11 以来 收盘 点位 首个 字头 如果说 今年 上半场 许多 基金 失利 在于 没有 过度 悲观 及时 反应 过来 没有 抓住 转折 机会 那么 接下来 同时 3000 起跑 更显 常规 市场 投资 实力 上半年 暂时 落后 基金 尤其 上半年 丢失 颜面 部分 一线 基金 为了 收复 失去 江山 何去何从 那些 居前
3,教育,"解析山东高考文综卷:难易适中设问具体易入手 组图 据悉,今年高考文综科目中历史占78分,地理78分,政治84分,总分240分。 政治:设问具体易入手没出现开放题 “今年的政治题难易适中,材料题设问具体,没有出现开放题,所以考生回答起来会很有针对性。”烟台三中政治老师刘慧娟介绍,今年政治试题比较简单,问题设置很“直白”,考察知识点都属于平时学生练习的重点问题。 刘慧娟老师介绍,今年政治在240分的文科综合中占84分,如果不出失误,成绩优秀的考生能答70多分。 今年政治试题的一个特点就是材",解析 山东 高考 文综卷 难易 适中 设问 具体 入手 组图 据悉 今年 高考 文综 科目 历史 78 地理 78 政治 84 总分 240 政治 设问 具体 入手 出现 开放 今年 政治 难易 适中 材料 设问 具体 没有 出现 开放 考生 回答 起来 针对性 烟台 三中 政治 老师 刘慧娟 介绍 今年 政治试题 比较简单 问题 设置 直白 考察 知识点 属于 平时 学生 练习 重点 问题 刘慧娟 老师 介绍 今年 政治 240 文科 综合 84 失误 成绩优秀 考生 能答 70 多分 今年 政治试题 特点 就是
3,教育,"广东文理招生比例不平衡 高考志愿填报要斟酌 6月26日,广东2011年高考放榜,几家欢乐几家愁。 高考期间,不少考生已见识过数学、综合等科目试题的难度,但放榜的批次分数线还是让不少人感到诧异。今年,理科分数相比去年大降,一本分数比去年下降了53分,高分段理科人数也相应减少,680分以上高分段考生从去年的654人下降到今年的24人。同时,文科一本的分数线也比去年低了15分。 此时,不少考生有些迷糊了,该如何填报志愿呢?尤其是实行了平行填报志愿之后,有不少高校实行大类专业招生,填报志",广东 文理 招生 比例 平衡 高考 志愿 填报 斟酌 26 广东 2011 高考 放榜 几家欢乐 几家愁 高考 期间 不少 考生 见识 数学 综合 科目 试题 难度 放榜 批次 分数线 还是 不少 感到 诧异 今年 理科 分数 相比 去年 大降 一本 分数 去年 下降 53 高分 理科 人数 相应 减少 680 以上 高分 考生 去年 654 下降 今年 24 同时 文科 一本 分数线 去年 15 此时 不少 考生 有些 迷糊 如何 填报 志愿 尤其 实行 平行 填报 志愿 之后 不少 高校 实行 专业 招生 填报
3,教育,"中国民生银行留学金融服务:民生国际贵宾卡 三项全国统一贵宾服务 贵宾客户尊崇专享 民生国际贵宾卡是体现您尊崇身份的特殊借记卡,是您享受我行贵宾服务的身份证明。 民生贵宾卡是由中国民生银行发行的本外币支付、全球通用、双币结算 人民币、美元 、并集金融功能、理财投资、贵宾服务、优惠费用于一身的银行卡产品。贵宾卡分为银卡、金卡、钻石卡三个等级。 贵宾卡金融功能 一卡双币,全球通用、自动购汇、全球漫游可选、卡号随心选、综合理财、一卡多户、通存通兑、自动转存、查询服务、自助存取款、自助转",中国民生银行 留学 金融服务 民生 国际 贵宾卡 三项 全国 统一 贵宾 服务 贵宾 客户 尊崇 专享 民生 国际 贵宾卡 体现 尊崇 身份 特殊 借记卡 享受 我行 贵宾 服务 身份证明 民生 贵宾卡 中国民生银行 发行 本外币 支付 全球通 双币 结算 人民币 美元 并集 金融 功能 理财 投资 贵宾 服务 优惠 费用 一身 银行卡 产品 贵宾卡 分为 银卡 金卡 钻石 三个 等级 贵宾卡 金融 功能 一卡 双币 全球通 自动 购汇 全球 漫游 卡号 随心 综合 理财 一卡 多户 通存通兑 自动 转存 查询 服务 自助 存取款 自助
2,财经,"新手基金经理震荡市直击 张桔 2009年市场呈现先扬后抑的震荡格局,在这一年中有大量的新手走上了偏股型基金经理的职位,他们在这一年的操盘成绩如何?作为新手成长又付出哪些代价呢? 2009年是公募基金经理频繁变动的一年,随着李旭利、曾昭雄、李泽刚等一批昔日的公募明星挥手作别投奔私募时,更多的新手基金经理们被推上了历史舞台。 对此,本报对于在2009年内新上任的基金经理进行筛选,条件是此前未担任过基金经理的职务,既未独立管理过公募基金,也未与其他人合作管理,按照这",新手 基金 经理 震荡 市直 张桔 2009 市场 呈现 先扬 震荡 格局 一年 中有 大量 新手 走上 偏股 型基金 经理 职位 一年 操盘 成绩 如何 作为 新手 成长 付出 哪些 代价 2009 公募 基金 经理 频繁 变动 一年 随着 李旭利 曾昭雄 李泽刚 一批 昔日 公募 明星 挥手 作别 投奔 私募 新手 基金 经理 推上 历史舞台 对此 本报 对于 2009 年内 上任 基金 经理 筛选 条件 此前 担任 基金 经理 职务 独立 管理 过公募 基金 其他人 合作 管理 按照
