label,category,text,source_file
0,体育,"AC米兰官方宣布铁卫手术休战5个月 3大主力告别本赛季 新浪体育讯 AC米兰后卫卡拉泽已经于当地时间今天在安特卫普成功进行了膝盖手术,但他也宣告提前告别了本赛季。 AC米兰官方网站宣布了这一消息,称由马尔滕斯大夫主刀的手术圆满成功,卡拉泽预计将休战5个月,这也意味着,卡拉泽的本赛季已经提前结束了。而在一天前,加利亚尼也公开证实了这件事情:“卡拉泽这个赛季打不了了。” 卡拉泽是继皮尔洛、内斯塔、加图索、博列洛之后,本赛季AC米兰的又一个重伤号,五人当中,除赛季初受伤的皮尔洛目前已经恢复正常比赛",26804.txt
0,体育,"09十大经典战:博尔特惊天动地 最后35秒奇迹逆转 新浪体育讯 09年虽然是体育小年,但各项世界锦标赛的如期召开,让我们反而能从奥运会中的庞大繁杂的环境中脱身,细细品位每项赛事的独特妙处。在这里肯定没法做到一碗水端平,也不会强调众口难调这种近乎废话的理由,权当娱乐文章就是。当然了,这是在中国,所以本文还是放了点和国人相关的比赛进去。 博尔特惊天动地 说经典,道经典,在如今这个世界,这两个字怎么能和博尔特脱了干系?如果说北京奥运会让一些初级体育爱好者熟悉了博尔特的话,在柏林进行的田径世锦赛",123236.txt
0,体育,"LG杯古力大刀挥舞 后半盘“蹂躏”韩国小将 多谱 新浪体育讯 北京时间11月3日,第13届LG杯世界棋王赛8强战在韩国济州岛落子,古力执黑对阵韩国小将金炯佑。点击观看动态棋谱 图1:事后看来,古力黑棋第45手可能还是应该如图进行,虽然白棋比实战厚实了,但黑棋空中已经没有任何味道。 图2:实战古力直接在二路拐打,白棋拐角后黑棋空中味道太恶。如图,白棋在2位一“托”,黑棋难办,黑棋如果强行顶住,双方对杀时白棋恰好可以在8位立下,黑棋差一气。 图3:右边的战斗中古力下出强手,黑棋第1手“断”",54919.txt
3,教育,"与众不同:圈点美国骇人的交通规则 笔者驻外工作多年,最初的驾车技术还是在美国学会的。在国外开车时间一长,发现当地的很多交规及讲究与中国大相径庭。就从近来议论较多的超速驾车说起吧。 超速者当场被撕驾照 初到美国,笔者就发现警察对待超速十分严厉。美国高速路一般限速不超过70英里 1英里约合1.6公里 ,违规的话动辄罚款数百美元。屡犯者要吊销驾照。车速超过100英里者,可能被控“二级谋杀罪”和被罚终身禁驾。笔者听说有人速度超过100英里,警察拿到违章者的驾驶证,当场将其撕毁。",285277.txt
2,财经,"金地集团逼近增发价 基金一个月狂抛1400万股 每经记者王炯业 二季度正是众多基金加仓金地集团,使得股价累计涨幅超过114%,而现在又是因为基金大面积撤离,一个月时间减持约1389万股,使得公司股价大幅下挫超过20%。 二季度金地集团 600383,收盘价14.39元 可谓是一只明星股,众多基金加仓该股,累计涨幅超过114%,而大盘同期涨幅才只有42%。 令人玩味的是,昨日金地集团公布的非公开发行结果却透露出基金在集体撤离该股,一个月时间减持约1389万股,而在这段时间,金地集团累计",835843.txt
2,财经,"应对震荡市基金勤奋调研 证券时报 记者付建利 今年以来A股市场的强劲反弹,让一部分基金公司脱颖而出,奠定了2009年业绩领先的基础,而部分基金公司则由于踏空,排名靠后。在今后的震荡市如何胜出,成为各基金公司最大的难题。记者日前走访几家基金公司了解到,加强调研、做足功课、基金经理“走出去”,成为不少基金公司近期正在做的“勤奋功课”。 “我们公司近期基金经理出去调研频率明显增强了,好多基金经理都只是在每周一回公司开个会。”昨日,深圳一家基金公司相关人士告诉记者,该",804770.txt
0,体育,"齐达内称愿重回皇马 媒体曝巨鳄计划直指安帅卡卡小法 新浪体育讯 足球想念齐达内,齐达内也想念足球。这位法国巨星近日在接受媒体采访时,表达了回归足球界的愿望,而且,他的目的地也很明确:他最后效力的球队皇马。不过,齐达内不是要重返绿茵场踢球,也不是要在场边指挥球队,而是希望作为俱乐部的顾问重返伯纳乌。 “如果能成为俱乐部顾问,那我会非常高兴。”齐达内在接受法国权威的体育媒体《队报》采访时表示,如果弗罗伦蒂诺参加竞选,那他愿意助昔日的皇马主席一臂之力,以未来俱乐部顾问的方式助选。法国巨星披露,",27023.txt
1,科技,"完美感应旅游街拍必备 三星EX1仅售2900 【IT168 行情】最新公布其大光圈消费旗舰机型之后,引起了高级摄影发烧友一阵轰动,整机轻薄便携,适合经常外出拍照的用户选用,但是搭配上的却是无数粉丝为之心动的24mm超广角施奈德f/1.8,目前该机在北京市场报价2900元,性价比较高,有兴趣的朋友不妨关注一下。",516482.txt
1,科技,"评级机构称TD无损中移动业务结构 记者 武涛 评级机构惠誉日前表示,确认中国移动长期外币发行人违约评级 IDR 为“A+”,同时给予“A+”之长期本币IDR,评级展望为“稳定”。 惠誉指出,上述评级反映中移动在市场的领导地位,作为全球最大的移动运营商,截至今年9月底,中移动已经拥有4?36亿客户,并继续以每月700万户的速度增长。中移动网络现已覆盖约97%的中国人口,但移动电话的普及率仍然只有47?3%,预期集团在未来三年能够继续录得强劲增长。 随着内地电信业今年展开重",629873.txt
1,科技,"阎炎折桂“中国最佳创业投资人榜” 本报记者 张良 《福布斯》中文版昨日发布2008年度“中国最佳创业投资人”榜单。赛富的阎焱、纪源资本的吴家?、IDGVC的周全占据了榜单的前三名。制榜人刘瑞明称,现在“专注投资”的做法越发获得认同并取得良好效果。 该榜单宗旨为推出眼光独特、善于在中国市场把握机会并帮助创业公司共同成长的投资家,以推动中国创业投资行业的发展,并为创业企业寻找投资人提供参考。今年《福布斯》中文版的调研团队针对在中国进行投资的300多位创业投资人进行了调研,并",538105.txt
1,科技,"联通应对iPhone乱局:12月1日实施管制机卡分离 新浪科技讯 11月23日消息,针对iPhone 4销售和服务的问题,中国联通副总经理李刚在接受新浪科技专访时表示,只有联通与苹果有正式的iPhone 4授权协议,且由联通与苹果共同使iPhone 4获得商务部进口许可证,因此,只有联通销售iPhone 4才是合法的。 运营商中只有联通有iPhone 4合法授权 自iPhone 4在9月底开始销售以来,原本由联通销售的iPhone 4最近“变”成了多渠道,有其它运营商地方分公司宣布推出iP",643925.txt
3,教育,"2011年下半年大学英语四六级考试今起报名 本报讯 记者 初霞 记者昨天从省招考部门获悉,2011年下半年全国大学英语四、六级考试暨高等学校英语应用能力考试报名工作今起陆续展开,其中大学英语四、六级考试报名工作将于今天开始,至20日结束,省内各普通高校及高职高专院校在校生可到所在学校的教务处咨询有关报考事宜。12月17日进行考试,上午考英语四级、下午考英语六级,下半年不考小语种。 此外,2011年下半年高等学校英语应用能力 A级、B级 考试也将于今天至20日进行,省内高职高专院校",291045.txt
2,财经,"多家基金认为市场不会过度杀跌 震荡短期难改 本报记者 李良 上海报道 在连续多日反弹后,近日A股再度遭遇大幅调整。对此,多家基金在周报中指出,虽然市场当前存在一定的负面因素,但在各项宏观指标向好,外围环境转暖以及管理层力图维护市场健康稳定的影响下,A股市场不会出现过度杀跌,仍将以震荡整固格局为主。 上投摩根指出,10月份A股市场将迎来今年乃至股改以来解禁股的最高峰。据Wind数据统计,10月份两市共解禁限售股3134.69亿股,占全年解禁股份总量的45.45%,按目前的市值水平估",808004.txt
3,教育,"清华等五所名校2010年将合作开展自主招生 新华网上海10月19日电 据19日来自上海交通大学招生办公室的消息:上海交通大学、中国科学技术大学、西安交通大学、南京大学、清华大学 按笔画为序 等5所著名高校决定,在2010年自主选拔录取中开展合作,为考生提供更优质的服务,更加公平、科学、高效地选拔优秀人才。 自2003年起,教育部在部分重点大学进行自主选拔录取 即自主招生 试点工作,这对引导中学推进素质教育、选拔创新型人才、落实高校办学自主权等起到了积极的促进作用,已得到社会各界的",298764.txt
0,体育,"吴金贵:比赛中没有仇恨 没杜威孙吉也能抗衡申花 新浪体育讯 北京时间8月14日19:30,中超联赛第18轮,杭州主场1比1平上海。尽管双方在赛前看似剑拔弩张,但在出席赛后发布会的时候布拉泽维奇和吴金贵还是非常惺惺相惜的对对手表示祝贺。吴金贵坦言今夜的比赛并没有仇恨,而布拉泽维奇称自己换下里亚斯科斯导致球队失去优势也是不得已为之。 吴金贵首先对布拉泽维奇进行了感谢。“大家晚上好,同时问候布拉泽维奇先生,感谢他对我们的祝贺。今天的竞争双方没有分胜负,我一样对这个结果满意。我相信双方已经用",72332.txt
1,科技,"全键盘新作 泛泰Pantech Link下月发布 泛泰作为韩国第三大品牌,跟三星,LG齐名。虽然已黯然退出中国市场,没多少人知道,也曾一度被怀疑会因唯开的破产而宣布破产,但令人惊喜的是,AT T公司目前推出了泛泰给我们带来的又一新作Pantech Link。 该机采用了Qwerty标准全键盘设计,从而保证了信息传送和收发邮件便捷,并且支持移动共享和社交网络功能。更值得一提的是该机还支持AGPS功能以及拥有“面部识别软件”,让大家对该机有了更多的期待。 据悉,泛泰Pantech Link",604516.txt
3,教育,"2009年中考北京首次实现全科网上评卷 本报讯 记者贾晓燕 今年,全市各区县在中考语文、数学、外语、物理、化学5科考试科目中将全部实行网上评卷,从而最大限度地达到公平、公正。这在全市中考历史上还是第一次。 据了解,网上评卷将按照北京教育考试院制定的试题答案及评分参考,录取方式仍分为提前招生、“招优”和统一招生三种方式。有关人士认为,实行此举,有助于评卷教师更好地把握评分标准,及时、直观地了解每位评卷教师的评卷质量和进度,有效控制误差。此外,网上评卷全程采用计算机管理,省去了传",321045.txt
3,教育,"自考中国近现代史纲要笔记第五章 第五章 中国革命的新道路 本章重点 1、国民党独裁统治的实质和中国共产党反对国民党反动派统治的斗争的正义性。 2、中国共产党人探索农村包围城市新道路的艰辛实践和理论,“左”倾教条主义的表现、根源和危害。 3、遵义会议和长征胜利的意义。 4、中间党派的政治主张。 本章提示 注意了解以毛泽东为代表的中国共产党人在艰难困苦的环境下探索中国革命规律的理论创新精神。 重要考点讲解 一、基本概念 1、东北易帜:张学良1928年12月29日宣布东北服",325987.txt
2,财经,"9月22日商品早盘分析摘要 【早盘提示】美联储推出规模4000亿美元的“扭转操作”,以压低长期利率。美股在美联储公布消息后大幅下挫,市场对“扭转操作”的效果表示怀疑,甚至认为美联储已经没有多少措施可以继续使用。在美联储印钞的幻想破灭后,商品市场预计将延续跌势,维持空单持有的建议。 【期指日内操作建议】美联储周三推出新一轮非常规举措以提振经济,昨市场强势特征明显,但主力合约由升水转为贴水,不可对反弹幅度期望过高。 张卫涛 【沪铜今日操作建议】美联储周三推出新一轮非常",831917.txt
1,科技,"酷睿2双核+独显 海尔T621本售5999元 在接口方面,海尔T621设置了2个USB2.0端口、1个E-SATA/USB COMBO、1组音频输入/输出接口、1个局域网络接口、一个VGA输出接口、1个HDMI高清接口、一个Express Card接口,4合1 读卡器 MMC/MS/SD/MS-pro memory card slot ,整机重约2.4kg。 编辑点评:海尔T621有着不错的机型和性能表现,亮黑的外观设计,底版衬托以数个同心圆的暗纹,华美大气,处处散发着时尚气息,它",614268.txt
2,财经,"联手私募 银信理财频现新军 最低门槛30万元,通过银信理财进行投资,私募不再高不可攀 本报记者 张艺良 高端市场是金融机构兵家必争之地。随着中国经济多年来的持续增长,国人的钱袋子也越来越鼓。经常可以在网站等媒体上公布的百万、千万甚至是亿万富翁人数。面对潜在客户群庞大的高端理财市场,金融机构各出奇兵。 邮政银行 携5大明星级投资顾问入市 理财对于很多投资者而言还是一件不容易的事情,多数人都希望有理财顾问能在旁指点一二。在中国的资本市场上,私募基金的运营团队一直被人们",834045.txt
1,科技,"手机号被冒用每天骚扰电话20个 晨报96101热线新闻 记者 岳亦雷 “自从接到赶集网一条莫名其妙的短信后,我的手机就再也没消停过,平均每天接到骚扰电话20个。”昨天,市民贾先生表示,这些骚扰电话中九成都说是从赶集网上看到的,“但我从未在上面公布过电话。”赶集网客服回应称,是贾先生的电话被人冒用,并用来发帖导致。 直到昨天上午,贾先生的手机仍在不时响起,“现在只要是陌生号码,我就坚决不接。”贾先生说,自己最近筹划买房,一个月前联系了几家房产中介,互留了电话,等待房源。",580507.txt
0,体育,"特克格鲁让开拓者抓狂 纽约大将成玫瑰军团新猎物 新浪体育讯 北京时间7月5日消息,赫多-特克格鲁的“反悔”让波特兰开拓者队之前的努力付之东流,这对纽约尼克斯队也不是一件好事,因为他们的自由球员大卫-李已经成为开拓者队的“新猎物”。 “我们已经进行过接触,不过我们现在还在谈判中。”李的经纪人马克-巴特斯特恩接受采访时表示。特克格鲁原本在昨天接受了开拓者队的千万年薪合同,但由于家人的缘故他选择了多伦多猛龙队,这让开拓者队把目标转向李,李希望能得到一份千万合同。巴特斯特恩介绍,因为李是受限",87766.txt
3,教育,"图文:2009海外教育嘉年华的咨询区 10月20日周二由新浪和澳际教育集团联合主办的“2009海外教育嘉年华”在武汉锦江国际大酒店盛大开幕。为了满足学生留学的需求,也为了让学生得到更多的资讯,留学一对一咨询、 留学金融指导、留学理性规划、留学先体验等方面都会作为专题在嘉年华上体现。 此次嘉年华邀请到澳洲使馆官员现场解析留学签证动态,签证常识等;各大名校招生代表介绍院校及专业情况,并现场透露新一年的招生计划;中信银行现场进行出国金融理财指导。 以上图为“2009新浪 澳际海外",285901.txt
0,体育,"上海六连胜引出幕后操盘手 三大利器都是慕名而来 新浪体育讯 北京时间1月6日晚,CBA第8轮比赛在长春市体育馆拉开战幕。吉林队坐镇主场105:110负于势头正劲的上海队。六连胜成为姚明离开上海后最长的连胜纪。这场比赛,上海队落后的分数一度超过了10分,但他们仍然凭借最后时刻三个外援的出色发挥上演了大翻盘的好戏。 比赛进入到第四节,上海仍然以72-82落后,更可怕的是,整个前三节,上海队一直被吉林队压着打,吉林主场的球迷甚至已经开始庆祝这场比赛的胜利了,他们觉得上海队根本没有一点翻盘的",6890.txt
2,财经,"橡胶两合约连续三日跌停 将强制平仓 全景网10月8日讯由于上海期货交易所 以下简称“上期所” 天然橡胶Ru0811、Ru0901合约出现连续三日跌停的局面,上期所在今日收盘后发出通知,称交易所将在今日结算时采取《上海期货交易所风险控制管理办法》第十四条措施二的方法平仓。同时在9日恢复上述两合约的交易,其涨跌停板调整为4%,交易保证金为8%。 根据《上海期货交易所风险控制管理办法》第十四条措施二的方法,交易所将7日闭市时以跌停板价申报的未成交平仓报单,以7日的涨跌停板价,与",819732.txt
0,体育,"总局酝酿新制:足协放权与中超脱钩 只负责国字号 本报讯 记者 张? 世界杯出局、奥运会小组被淘汰、武汉光谷中途退出联赛、上海申花队故意在比赛中吃黄牌......这些负面新闻让中国足协彻底失去了民心。按目前的态势看,足协相关人员已经猜测,国家体育总局将对中国足协进行全面重组,目前重组的方式还在讨论中。 在北京奥运会开幕前,就有消息传出,国家体育总局准备又一次让中国足协成为体制改革的先锋。其酝酿的做法是仿效国际普遍的做法,足协只负责各级别国家队的事务,联赛全面放权给各俱乐部。目前中国足协",111854.txt
0,体育,"柔道世界杯迈阿密站:中国女将夺得三枚铜牌 新浪体育讯 迈阿密7月3日消息,2011年世界杯柔道赛迈阿密站的比赛周日结束,中国选手发挥一般,女将夺得三枚铜牌。 在中国最有优势的女子+78公斤级比赛中,刘欢缘与英国选手阿德灵顿并列第三,英国名将布莱恩特获得冠军。在女子-78公斤级比赛中,全运会冠军张浙慧与加拿大选手罗伯格并列铜牌,美国选手哈里森和加拿大的科顿分获冠亚军。此外,在女子-57公斤级中,中国的朱桂蓉并列第三,美国选手马洛伊夺得冠军。 日本队没有参加本站比赛。 新体",128052.txt
0,体育,"7场8球比利亚只需仰望一人 说他像肯佩斯也不为过 记者田超报道 如果科曼现在看看瓦伦西亚的成绩单,他恐怕会窘迫得说不出话来。前7轮西甲过后,蝙蝠军团在同为少帅的埃梅里带领下已豪取19分,傲然占据榜首位置;而上赛季荷兰人带瓦伦西亚打了22场西甲,也才不过得到了18分而已。 此外,瓦伦西亚进13球仅失4球,在欧洲主流联赛中,成为净胜球仅次于切尔西 16 的球队。这一数字恰恰反映的是球队攻防的均衡度。如今的蝙蝠军也确实让人很难不想起当年贝尼特斯打造的那支攻防平衡的瓦伦西亚:7轮联赛已过,球队",22480.txt
2,财经,"基金销售一对多各有奇招 记者 安仲文 基金“一对多”正成为基金公司渠道创新的绝佳试验品。在公募基金领域,基金的销售无疑最强调最广的覆盖面和最强势的银行。但本周开始发行的“一对多”产品则摆脱了上述限制,招商基金、汇添富、长城、鹏华等基金在营销创新方面纷纷亮出自己的奇招。 招商基金副总经理陈?昨日向《上海证券报》表示,招商基金首单“一对多”产品目前已在招商银行总行营业部以及招行深圳分行进行销售募集。“我们的营销策略是建立了独立于公募基金客服的特定客户资产管理计划的",807780.txt
1,科技,"IBM斥资3.26亿美元在北美建新数据中心 美国三角研究园 Research Triangle Park 总部 新浪科技讯 北京时间2月5日早间消息,据国外媒体报道,IBM斥资3.62亿美元在三角研究园 Research Triangle Park 兴建的数据中心于周四正式开张,为IBM的全球用户提供服务。 该园区占地面积6万平方英尺 约合5574平方米 ,可扩建至10万平方英尺 约合9 290平方米 。IBM表示,该数据中心的能耗为同等规模数据中心的一半。 目前,将应用软件托管",590922.txt
0,体育,"深锐观察:超级新秀谋朝篡位 是谁让老大靠边闪? 老大靠边闪 里德、保罗、凯文-马丁接连伤停......本届最强菜鸟们甫一登场就非常诡异的“克掉”球队老大。但取而代之?显然没那么简单。 文/马钺 一名NBA球员在成长路上会遇到许多阻碍:在你头顶灌篮、耳边喷脏话的对手,只因看不顺眼就请你吃T的脑残裁判,把你和饮水机焊在一起的主教练,在场边打出各种讥讽标语牌的客队球迷,潜伏在停车场、口袋里放着一打用图钉刺过的避孕套的骨肉皮...... 然而,如果你是个超级新秀,最大的绊脚石则可能是:你的老",94537.txt
0,体育,"罚球差又怎样?奥尼尔:不用教我如何做 别烦我了 新浪体育讯 北京时间10月9日消息,据WEEI.com消息,众所周知,沙奎尔-奥尼尔的罚球不好,于是不管他走到哪里,都会听到一些如何改善他这个软肋的建议。但大鲨鱼不以为意,对此他的回复很简单:别烦我了。 迄今为止,沙奎尔-奥尼尔职业生涯获得的罚球数仅次于卡尔-马龙和维尔特-张伯伦,位居NBA历史第三位。但大鲨鱼罚球差是出了名的,若算罚球命中个数和命中率,两项排名他都不靠前。奥尼尔职业生涯的罚球命中率史上第二差 52.7% ,仅比张伯伦好",99246.txt
3,教育,"聚焦2010高考:裸考呼声不绝 加分或面临转折 编者按:今年是《国家中长期教育改革和发展规划纲要 2010-2020年 》启动实施之年。教育部考试中心主任戴家干日前在接受媒体采访时表示,今年高考将体现国家教育中长期发展规划纲要的要求,评价体系要发生变化。教育部考试中心将从实施考务和命题两方面贯彻教育规划纲要提出的要求。在这样的大背景下,今年高考自然更受瞩目,招考政策、考生人数、录取方式、考场安全等都成为关注的焦点。 近几年高考加分造假案频出,引发舆论的极大关注。一项调查显示,大多数人",301771.txt
1,科技,"中国万网“淘里淘外”亮相网博会 日前,第二届互联网交易投资博览会在深圳举行,中国万网携国内首个淘宝网独立外店系统 淘里淘外亮相,成为一大亮点。 据了解,淘里淘外是中国万网联合淘宝网共同推出的具有完全独立网络营销能力的“B2C网上商城”服务,该服务使淘宝店铺卖家在面向淘宝用户销售商品的同时,也可以通过淘里淘外获得淘宝网外的买家,实现双店齐开。“只通过点击一个按键,淘里淘外和淘宝店铺的商品数据就进行了同步更新”中国万网工作人员淘宝卖家演示如何将淘宝店铺里的商品导入到淘里淘",560093.txt
3,教育,东北师范大学2012年硕士研究生招生目录书目 新浪教育讯 东北师范大学2012年硕士研究生招生目录书目发布:点击进入查询页面,317104.txt
0,体育,"徐根宝点评中国足球3个时代 王俊生掌舵时期最美好 在开始这一段采访之前,徐根宝再三声明,“我绝对没有指责任何人的意思,也没有批评任何人的意思。我只是客观地去回顾中国职业足球开展之后的这16年,王俊生、阎世铎、谢亚龙,他们三个人都非常努力,但说实话,在他们分别掌权的这三个阶段,中国职业足球的发展情况却截然不同。 ” 至于为什么中国足球会在三个阶段里完全不同,徐根宝将原因归结为一点,“就是政府参与力度的不同,我始终认为,目前的中国职业足球绝对不能完全市场化,一旦完全离开了政府的支持和监管,",112967.txt
3,教育,"海外留学:学习和工作两手都要HOLD住 我潜伏的几个QQ群里最近特别热闹,那是一群即将独自闯荡异国的准留学生们。他们在群里相互讨论着即将要去的国家,读的学校,憧憬着一个人的自由生活。他们蠢蠢欲动,表现出难以言喻的兴奋与紧张。一直潜着水的我,终于忍不住要出来冒个泡,告诉他们,姐是海龟,姐想告诉你们,出国留学 微博 ,要怎么hold住! 其实当时我并不了解英国,也不清楚将会发生些什么,但我知道英国就在那儿等着我,我下定决心,无论遇到神马情况姐一定要hold住。于是拎了个箱子就这么",289917.txt
0,体育,"申花众多新面孔亮相南昌 朱骏欧洲选帅顾虑重重 新浪体育讯 北京时间10月28日下午2时30分,申花 微博 全队来到了南昌八一体育场进行赛前适应场地训练。由于从上午起南昌下起了蒙蒙细雨,原本质量就一般的球场草皮在雨水的浸润下愈发显得糟糕,草皮稀疏、踩上去松软泥泞,球场的个别区域甚至出现了大坑,于是就在申花进行训练的同时,球场的工作人员也在忙碌着为球场填坑。而根据天气预报显示,明天下午的比赛很有可能在小雨中进行,泥泞的球场势必会给双方的技战术发挥带来颇大的影响。 备战南昌申花众多新面孔",77067.txt
2,财经,"新基金600亿元省着花 短线建仓难有大收益 基金热点11月新成立基金建仓如履薄冰 11月份,A股市场震荡起伏,新基金规模迎来了井喷式增长,募资规模超过600亿元,加上本月待发基金,新基金拟建仓资金将超过千亿元。不少业内人士冀望于新基金建仓资金将对A股市场的企稳反弹起积极作用。不过,据观察,相比10月份成立的新基金迫不及待的建仓态度,11月成立的新基金步伐明显放缓。 本报记者 吴倩 11月新成立基金募资逾600亿元 财汇统计数据显示,11月成立的新基金多达18只,合计募资规模达到6",813404.txt
2,财经,"伊朗倾向石油减产 力挺油价维持百美元以上 见习记者 吴家明 本报讯 昨日,伊朗驻石油输出国组织 OPEC 负责人Mohammad Ali Khatibi在接受媒体采访时透露,在9月9日OPEC于维也纳召开的会议上,伊朗将倾向减产。 伊朗是OPEC第二大石油生产国。Moham-mad Ali Khatibi表示,伊朗希望OPEC成员国能够保持原油交易市场的平衡,油价下跌将减少投资者的热情。他指出,目前国际原油市场供求不平衡,供大于求,暗示伊朗倾向于减产。 伊朗石油部长努扎里表示,",819399.txt
0,体育,"总决赛女排怎取开门红 一制胜法宝可再灭07年冠军 新浪体育讯 16日刚刚在大奖赛香港站以3:1战胜荷兰队,北京时间19日中午,在日本举行大奖赛总决赛的首场比赛,又将在中、荷两支女排之间展开。荷兰队是2007年大奖赛总决赛冠军,当时,她们正是首战以3:2胜中国,开了个好头,最终五战五胜,夺冠荣归。这次又是两队先行遭遇,中国队须做好充分准备,严防对手旧戏重演。 荷兰女排卷土重来 小塞林格执教荷兰队以来,最好的成绩就推2007年大奖赛总决赛的冠军了。当时,她们战胜中国队后,又依此3:1胜意大",121815.txt
0,体育,"图文- 世锦赛 土耳其64-81美国 胜利的那一刻 9月12日,美国队球员庆祝胜利。当日,在土耳其伊斯坦布尔举行的2010年男篮世锦赛决赛中,美国队以81比64战胜土耳其队夺得冠军,土耳其队获得亚军。 新华社记者才扬摄",109198.txt
1,科技,"英国巨型无人驾驶太空飞机10年内商业运营 图 新浪科技讯 北京时间4月20日消息,英国喷气发动机公司近日宣布,由该公司设计研制的“云霄塔”概念太空飞机即将于2011年6月进行一次关键的发动机测试。设计师表示,如果测试能够顺利通过,那么这架巨型无人驾驶太空飞机将可能在10年内真正载物升空进入地球轨道。 根据设计方案,“云霄塔”无人驾驶太空飞机可以像商业喷气机一样水平起降。目前,“云霄塔”无人驾驶太空飞机仍处于概念版阶段。不过,英国喷气发动机公司宣称,“云霄塔”概念太空飞机最近一段时间",484892.txt
3,教育,"2011年福建成人高考网报8月10日至30日 通讯员 陈振标 记者 李玉燕 林芹 福建成考招生网昨天公布,今年成人高校招生工作时间确定,网报时间为8月10日-30日,现场信息确认为9月1日-7日,全国统一考试为10月15日-16日。 预计成绩查询为11月2日,集中录取为12月5日-15日,录取结果查询为12月16日。网报阶段,考生自行登录福建省成人高考招生信息网进行操作。 据了解,江苏科大、福建商专、福建电大、闽江学院、泉州医专厦门教学点开始接受学生报名,初中生可报考,第一志愿均可",291898.txt
1,科技,"影响硅谷的俄国投资者Milner:社交改变网络 很难有俄国人能够像Yuri Milner 编者注:俄罗斯DST资本CEO 那样,对美国的创业圣地硅谷拥有如此之大的影响力。如今他的每个决定都能够对未来 3 到 5 年的业界格局产影响,他还出入 G8 峰会向各国首脑阐释社交网络的精义。 从 2009 年投资 Facebook 开始,Milner 只用了 2 年时间就奠定了如今的地位,蹿升速度之快以至于《Wired》把他称之为来自俄国的“台风”。他是如何成为一名成功的投资人的呢? 受美国感",583460.txt
3,教育,"聊城一高分考生未被山大正式录取 自认被忽悠 聊城一考生被山东大学预录取,并拿到了预录取通知书,没想到最终却没有被山东大学录取。25日,山东大学招生办一负责人表示,考生预录取后未被录取确实存在。 聊城市民李先生介绍,6月27日,还没有到填报高考志愿时间,山东大学招生老师到聊城一中宣传招生政策,同时希望部分高分考生与学校达成预录取协议。根据协议,考生成绩凡是超过一本分数线60分,且在本科第一批次第一志愿填报山东大学的,该校将承诺录取。 李先生的女儿小妍 化名 今年高考成绩是理科627",309258.txt
3,教育,"2010考研政治试题特点详解及2011年复习建议 芦欣 通过对今年考题的解剖分析,我们得到了深刻的启示,尤其会对2011年考研朋友们提供有益的帮助。 一.2010年试题的一般特点 1.考查范围五门课程,分别所占分数: 马克思主义基本原理:单项选择题4题4分,多项选择题4题8分,分析题1题10分,共22分。 毛泽东思想概论与中国特点社会主义:单项选择题6题6分,多项选择题7题14分,分析题1题10分,共30分。 中国近现代史纲要:单项选择题1题1分,多项选择题2题4分,分析题1题10分。",314253.txt
2,财经,"避险加剧短期波动 金属不改趋势性上涨 宝城期货 程小勇 政策调控更利于经济健康复苏和持续增长,基本金属后市更加受益于实体经济复苏和金融市场稳定:“高盛”事件将是经济复苏过程中的小插曲,该事件本身就暗示各国加强金融监管利于金融市场稳定,防止虚拟经济和实体经济脱钩;国内房地产调控重磅出击,打压投机炒房,为部分过热行业降温,利于国内经济结构调整和持续健康发展。 16日,美国证券委员会指控高盛集团涉嫌欺诈,而“高盛”事件本身就说明了全球都在加强金融监管,以防止金融衍生品投机行为过度",824803.txt
0,体育,"伊朗主帅:担心中国主场哨 亚运会他们赢得不公平 新浪体育讯 北京时间8月30日消息,ISNA新闻社对伊朗主教练马蒂奇进行了一次专访,在采访中伊朗主帅表示目前球队核心哈达迪状态出色,在亚锦赛上他们期待能夺得三连冠,而目前最担心的问题是中国的主场哨会对伊朗不利。 在被问到如何看待现在中国男篮低迷的状态时,伊朗主帅马蒂奇说:“中国拥有很多出色的球员,他们对抗不错而且也有速度,而更重要的是他们是这次亚锦赛的东道主,在广州亚运会上中国队就曾在不公平的环境下战胜了我们,中国男篮的实力是很强,不过",12289.txt
2,财经,"5月基金经理变动23人次 证券时报记者 程俊琳 本报讯 据天相统计,5月共有23则基金经理变动公告,涉及14家公司,相比过去的4个月,5月这一数据是今年以来的高峰。 前4个月分别出现了17起、12起、19起以及14起基金经理变动。自4月1日《基金经理注册登记规则》实施以后,4月份基金经理变动率为今年以来的低谷。5月基金经理这一变动数值,再次让基金经理变动问题浮出水面。 公开资料显示,宝盈、泰达荷银、华安、融通等多家公司都在5月发布了基金经理变动公告。值得注意的是",806099.txt
3,教育,"79所重点校在河南扩招859人 本一志愿填报开始 截至昨日16时,省外有79所全国重点院校在我省增加招生计划859人,其中文科194人,理科665人。本科一批的征集志愿将于今天24:00后开始填报,届时考生可上网填报。 79所重点高校扩招859人 清华扩招38人,北大扩招39人,人大扩招20人,武大扩招64人......昨日上午11:00,重点批次第一志愿投档结束,各高校纷纷“亮剑”,招生计划增幅之大让人欣喜。重点批次多所高校纷纷扩招,这让我省的生源优势进一步得到凸显。 由于高分考生报",297686.txt
